"Plate_number"	"Well"	"Absorbance"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_conc"
1	"H5"	0.067	"t3_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"H6"	0.0665	"t3_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"A7"	0.044	"Std 1"	1	"Standard"	"FeTot"	"FeTot"	1	20
1	"A8"	0.0418	"Std 1"	1	"Standard"	"FeTot"	"FeTot"	1	20
1	"B7"	0.0639	"Std 2"	1	"Standard"	"FeTot"	"FeTot"	1	50
1	"B8"	0.0632	"Std 2"	1	"Standard"	"FeTot"	"FeTot"	1	50
1	"C7"	0.1065	"Std 3"	1	"Standard"	"FeTot"	"FeTot"	1	100
1	"C8"	0.1046	"Std 3"	1	"Standard"	"FeTot"	"FeTot"	1	100
1	"D7"	0.1405	"Std 4"	1	"Standard"	"FeTot"	"FeTot"	1	150
1	"D8"	0.1412	"Std 4"	1	"Standard"	"FeTot"	"FeTot"	1	150
1	"E7"	0.182	"Std 5"	1	"Standard"	"FeTot"	"FeTot"	1	200
1	"E8"	0.1798	"Std 5"	1	"Standard"	"FeTot"	"FeTot"	1	200
1	"F7"	0.2602	"Std 6"	1	"Standard"	"FeTot"	"FeTot"	1	300
1	"F8"	0.2542	"Std 6"	1	"Standard"	"FeTot"	"FeTot"	1	300
1	"G7"	0.4077	"Std 7"	1	"Standard"	"FeTot"	"FeTot"	1	500
1	"G8"	0.4024	"Std 7"	1	"Standard"	"FeTot"	"FeTot"	1	500
1	"H7"	0.5427	"Std 8"	1	"Standard"	"FeTot"	"FeTot"	1	700
1	"H8"	0.5519	"Std 8"	1	"Standard"	"FeTot"	"FeTot"	1	700
1	"A9"	0.0986	"t3_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A10"	0.1014	"t3_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B9"	0.1142	"t3_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B10"	0.1152	"t3_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C9"	0.0961	"t3_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C10"	0.0965	"t3_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D9"	0.1072	"t3_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D10"	0.108	"t3_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E9"	0.0991	"t3_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E10"	0.0982	"t3_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F9"	0.1013	"t3_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F10"	0.1049	"t3_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G9"	0.1106	"t3_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G10"	0.1091	"t3_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H9"	0.1039	"t3_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H10"	0.1051	"t3_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A11"	0.1061	"t3_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A12"	0.1072	"t3_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B11"	0.0995	"t3_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B12"	0.0975	"t3_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C11"	0.0922	"t3_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C12"	0.0923	"t3_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D11"	0.1054	"t3_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D12"	0.1054	"t3_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E11"	0.1043	"t3_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E12"	0.106	"t3_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F11"	0.1071	"t3_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F12"	0.1049	"t3_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G11"	0.1028	"t3_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G12"	0.1035	"t3_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H11"	0.1071	"t3_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H12"	0.1067	"t3_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A1"	0.0265	"Blank"	1	"Blank"	"Fe2"	"Fe2"	1	NA
2	"A2"	0.0278	"Blank"	1	"Blank"	"Fe2"	"Fe2"	1	NA
2	"B1"	0.0314	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"B2"	0.0311	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"C1"	0.0309	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"C2"	0.0313	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"D1"	0.0306	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"D2"	0.0314	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"E1"	0.0311	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"E2"	0.0316	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"F1"	0.5244	"FeCl2_2k"	1	"Unknown"	"Fe2"	"Fe2"	2181.8	NA
2	"F2"	0.5144	"FeCl2_2k"	1	"Unknown"	"Fe2"	"Fe2"	2181.8	NA
2	"G1"	0.2265	"FeCl2_5k"	1	"Unknown"	"Fe2"	"Fe2"	5454.5	NA
2	"G2"	0.2259	"FeCl2_5k"	1	"Unknown"	"Fe2"	"Fe2"	5454.5	NA
2	"H1"	0.1265	"FeCl2_10k"	1	"Unknown"	"Fe2"	"Fe2"	10909.1	NA
2	"H2"	0.1239	"FeCl2_10k"	1	"Unknown"	"Fe2"	"Fe2"	10909.1	NA
2	"A3"	0.094	"t4_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A4"	0.0855	"t4_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B3"	0.0988	"t4_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B4"	0.0968	"t4_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C3"	0.065	"t4_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C4"	0.0653	"t4_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D3"	0.0713	"t4_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D4"	0.0702	"t4_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E3"	0.0602	"t4_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E4"	0.0606	"t4_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F3"	0.0644	"t4_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F4"	0.0642	"t4_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G3"	0.0953	"t4_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G4"	0.0987	"t4_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H3"	0.0874	"t4_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H4"	0.088	"t4_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A5"	0.0793	"t4_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A6"	0.0776	"t4_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B5"	0.0727	"t4_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B6"	0.0716	"t4_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C5"	0.0538	"t4_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C6"	0.0525	"t4_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D5"	0.0622	"t4_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D6"	0.0602	"t4_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E5"	0.0379	"t4_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E6"	0.036	"t4_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F5"	0.038	"t4_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F6"	0.0371	"t4_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G5"	0.0627	"t4_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G6"	0.0613	"t4_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H5"	0.067	"t4_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H6"	0.0648	"t4_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A7"	0.0273	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
2	"A8"	0.0257	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
2	"B7"	0.031	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"B8"	0.0339	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"C7"	0.0308	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"C8"	0.0314	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"D7"	0.0313	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"D8"	0.0311	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"E7"	0.0307	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"E8"	0.0312	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"F7"	0.5177	"FeCl2_2k"	1	"Unknown"	"FeTot"	"FeTot"	2181.8	NA
2	"F8"	0.5191	"FeCl2_2k"	1	"Unknown"	"FeTot"	"FeTot"	2181.8	NA
2	"G7"	0.2283	"FeCl2_5k"	1	"Unknown"	"FeTot"	"FeTot"	5454.5	NA
2	"G8"	0.2261	"FeCl2_5k"	1	"Unknown"	"FeTot"	"FeTot"	5454.5	NA
2	"H7"	0.1232	"FeCl2_10k"	1	"Unknown"	"FeTot"	"FeTot"	10909.1	NA
2	"H8"	0.1205	"FeCl2_10k"	1	"Unknown"	"FeTot"	"FeTot"	10909.1	NA
2	"A9"	0.0982	"t4_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A10"	0.1003	"t4_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B9"	0.1124	"t4_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B10"	0.1146	"t4_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C9"	0.0961	"t4_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C10"	0.0976	"t4_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D9"	0.1061	"t4_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D10"	0.1114	"t4_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E9"	0.0973	"t4_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E10"	0.0985	"t4_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F9"	0.1008	"t4_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F10"	0.1027	"t4_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G9"	0.1108	"t4_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G10"	0.1116	"t4_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H9"	0.1039	"t4_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H10"	0.1055	"t4_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A11"	0.106	"t4_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A12"	0.1074	"t4_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B11"	0.1006	"t4_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B12"	0.0998	"t4_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C11"	0.0922	"t4_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C12"	0.093	"t4_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D11"	0.1088	"t4_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D12"	0.1054	"t4_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E11"	0.0957	"t4_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E12"	0.0992	"t4_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F11"	0.0986	"t4_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F12"	0.0986	"t4_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G11"	0.1038	"t4_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G12"	0.1027	"t4_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H11"	0.108	"t4_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H12"	0.1093	"t4_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
