"Plate_number"	"Well"	"Absorbance"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_conc"
4	"C2"	0.0309	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"D1"	0.0306	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"D2"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"E1"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"E2"	0.0307	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"F1"	0.0312	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"F2"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"G1"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"G2"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"H1"	0.0308	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"H2"	0.0306	""	NA	""	"Fe2"	"Fe2"	NA	NA
4	"A3"	0.0941	"t2_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"A4"	0.0941	"t2_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"B3"	0.1098	"t2_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"B4"	0.1096	"t2_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"C3"	0.0728	"t2_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"C4"	0.0732	"t2_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"D3"	0.0805	"t2_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"D4"	0.078	"t2_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"E3"	0.0674	"t2_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"E4"	0.0699	"t2_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"F3"	0.0736	"t2_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"F4"	0.0733	"t2_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"G3"	0.1028	"t2_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"G4"	0.1043	"t2_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"H3"	0.0977	"t2_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"H4"	0.1015	"t2_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"A5"	0.0748	"t2_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"A6"	0.0754	"t2_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"B5"	0.0692	"t2_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"B6"	0.0697	"t2_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"C5"	0.0632	"t2_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"C6"	0.0624	"t2_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"D5"	0.0754	"t2_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"D6"	0.0739	"t2_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"E5"	0.094	"t2_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"E6"	0.0927	"t2_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"F5"	0.0937	"t2_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"F6"	0.093	"t2_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"G5"	0.0768	"t2_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"G6"	0.0749	"t2_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"H5"	0.0739	"t2_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"H6"	0.075	"t2_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
4	"A7"	0.0276	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
4	"A8"	0.0257	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
4	"B7"	0.0307	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"B8"	0.0306	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"C7"	0.0306	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"C8"	0.0308	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"D7"	0.0306	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"D8"	0.0308	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"E7"	0.0306	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"E8"	0.0311	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"F7"	0.0307	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"F8"	0.0309	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"G7"	0.0305	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"G8"	0.0311	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"H7"	0.0312	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"H8"	0.0308	""	NA	""	"FeTot"	"FeTot"	NA	NA
4	"A9"	0.102	"t2_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"A10"	0.1009	"t2_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"B9"	0.1179	"t2_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"B10"	0.1156	"t2_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"C9"	0.0964	"t2_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"C10"	0.0972	"t2_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"D9"	0.1104	"t2_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"D10"	0.1069	"t2_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"E9"	0.0992	"t2_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"E10"	0.099	"t2_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"F9"	0.1018	"t2_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"F10"	0.1016	"t2_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"G9"	0.1079	"t2_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"G10"	0.1113	"t2_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"H9"	0.1075	"t2_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"H10"	0.1076	"t2_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"A11"	0.1066	"t2_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"A12"	0.1108	"t2_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"B11"	0.1018	"t2_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"B12"	0.1008	"t2_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"C11"	0.0937	"t2_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"C12"	0.0947	"t2_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"D11"	0.1085	"t2_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"D12"	0.1063	"t2_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"E11"	0.1061	"t2_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"E12"	0.1084	"t2_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"F11"	0.1062	"t2_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"F12"	0.1108	"t2_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"G11"	0.1033	"t2_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"G12"	0.1061	"t2_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"H11"	0.1103	"t2_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
4	"H12"	0.1101	"t2_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
