"Plate_number"	"Well"	"Absorbance"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_conc"
1	"C6"	0.0401	"t7_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"D5"	0.0461	"t7_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"D6"	0.0486	"t7_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"E5"	0.0324	"t7_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"E6"	0.0304	"t7_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"F5"	0.0323	"t7_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"F6"	0.0343	"t7_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"G5"	0.067	"t7_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"G6"	0.0627	"t7_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"H5"	0.0686	"t7_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"H6"	0.0709	"t7_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
1	"A7"	0.042	"Std 1"	1	"Standard"	"FeTot"	"FeTot"	1	20
1	"A8"	0.0407	"Std 1"	1	"Standard"	"FeTot"	"FeTot"	1	20
1	"B7"	0.0622	"Std 2"	1	"Standard"	"FeTot"	"FeTot"	1	50
1	"B8"	0.0624	"Std 2"	1	"Standard"	"FeTot"	"FeTot"	1	50
1	"C7"	0.1035	"Std 3"	1	"Standard"	"FeTot"	"FeTot"	1	100
1	"C8"	0.1021	"Std 3"	1	"Standard"	"FeTot"	"FeTot"	1	100
1	"D7"	0.139	"Std 4"	1	"Standard"	"FeTot"	"FeTot"	1	150
1	"D8"	0.1408	"Std 4"	1	"Standard"	"FeTot"	"FeTot"	1	150
1	"E7"	0.1782	"Std 5"	1	"Standard"	"FeTot"	"FeTot"	1	200
1	"E8"	0.1752	"Std 5"	1	"Standard"	"FeTot"	"FeTot"	1	200
1	"F7"	0.2491	"Std 6"	1	"Standard"	"FeTot"	"FeTot"	1	300
1	"F8"	0.2509	"Std 6"	1	"Standard"	"FeTot"	"FeTot"	1	300
1	"G7"	0.4012	"Std 7"	1	"Standard"	"FeTot"	"FeTot"	1	500
1	"G8"	0.3964	"Std 7"	1	"Standard"	"FeTot"	"FeTot"	1	500
1	"H7"	0.535	"Std 8"	1	"Standard"	"FeTot"	"FeTot"	1	700
1	"H8"	0.5393	"Std 8"	1	"Standard"	"FeTot"	"FeTot"	1	700
1	"A9"	0.0925	"t7_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A10"	0.0956	"t7_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B9"	0.1086	"t7_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B10"	0.109	"t7_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C9"	0.0962	"t7_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C10"	0.097	"t7_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D9"	0.1099	"t7_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D10"	0.1094	"t7_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E9"	0.1001	"t7_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E10"	0.099	"t7_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F9"	0.1055	"t7_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F10"	0.1033	"t7_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G9"	0.1063	"t7_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G10"	0.1078	"t7_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H9"	0.0989	"t7_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H10"	0.1003	"t7_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A11"	0.1068	"t7_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A12"	0.11	"t7_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B11"	0.1004	"t7_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B12"	0.0982	"t7_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C11"	0.0924	"t7_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C12"	0.0941	"t7_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D11"	0.1069	"t7_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D12"	0.104	"t7_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E11"	0.0962	"t7_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E12"	0.0991	"t7_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F11"	0.1	"t7_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F12"	0.0983	"t7_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G11"	0.1035	"t7_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G12"	0.1037	"t7_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H11"	0.1046	"t7_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H12"	0.1045	"t7_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
