Dataset	HMM.Family	Closest.Homolog.Superkingdom	Closest.Homolog.Phylum	Closest.Homolog.Class	Closest.Homolog.Order	Closest.Homolog.Family	percent_abundance
L442 2014 13m	rpoB	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	0.512463852996083
L442 2014 13m	rpoB	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	4.50968190636553
L442 2014 13m	rpoB	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	0.699147113730371
L442 2014 13m	rpoB	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	0.541747501738717
L442 2014 13m	rpoB	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	1.49712654196713
L442 2014 13m	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Lentimicrobiaceae	0.937076759764267
L442 2014 13m	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	0.563710238295692
L442 2014 13m	rpoB	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	0.644240272337933
L442 2014 13m	rpoB	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	0.582012518759838
L442 2014 13m	rpoB	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	8.12621252608075
L442 2014 13m	rpoB	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	1.16036458142685
L442 2014 13m	rpoB	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	0.933416303671437
L442 2014 13m	rpoB	Bacteria	Cyanobacteria	Synechococcales	Synechococcales	Pseudanabaenaceae	0.724770306380175
L442 2014 13m	rpoB	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	1.32874556169699
L442 2014 13m	rpoB	Bacteria	Kiritimatiellaeota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	0.973681320692558
L442 2014 13m	rpoB	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	2.19261319960467
L442 2014 13m	rpoB	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	1.41293605183206
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	0.871188550093342
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	1.59229840038069
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	6.08367802628207
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	1.44588015666752
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	1.85951169515722
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	1.26285735202606
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	3.69340019766463
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	0.776016691679783
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	0.556389326110033
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	0.973681320692558
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	0.669863464987737
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	0.713788938101688
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	5.10633624949669
L442 2014 13m	rpoB	Bacteria	Proteobacteria	Gammaproteobacteria	Nevskiales	Sinobacteraceae	0.567370694388521
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	0.896811742743146
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	3.23584318606098
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Spartobacteria	Candidatus Xiphinematobacter	Candidatus Xiphinematobacter	0.567370694388521
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	2.00592993887038
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Spartobacteria	Terrimicrobium	Terrimicrobium	1.06519272301329
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	0.501482484717596
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	0.7028075698232
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobia subdivision 3	1.13840184486987
L442 2014 13m	rpoB	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	1.25919689593323
L442 2014 13m	rpoB	unclassified	unclassified	unclassified	unclassified	unclassified	0.633258904059446
L442 2014 13m	dsrA	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	13.7297260084135
L442 2014 13m	dsrA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales bacterium JOSHI_001	0.902158587821831
L442 2014 13m	dsrA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	0.676618940866373
L442 2014 13m	dsrA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	1.12769823477729
L442 2014 13m	bchL	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	20.8624173433798
L442 2014 13m	bchL	Bacteria	Cyanobacteria	Nostocales	Nostocales	Nostocaceae	0.648426484996941
L442 2014 13m	bchL	Bacteria	Cyanobacteria	Nostocales	Nostocales	Scytonemataceae	0.535656661519212
L442 2014 13m	bchL	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	0.76119630847467
L442 2014 13m	bchL	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	2.08624173433798
L442 2014 13m	bchL	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	0.563849117388645
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	0.901139676649881
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidales bacterium 6E	0.530082162735224
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Lentimicrobiaceae	8.34879406307978
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	1.775775245163
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	0.768619135966075
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Bernardetiaceae	0.636098595282269
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	0.927643784786642
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	0.715610919692552
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	0.795123244102836
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	2.06732043466737
L227-enr-6D	rpoB	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	1.37821362311158
L227-enr-6D	rpoB	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	74.2645109992049
L227-enr-6D	rpoB	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	1.2987012987013
L227-enr-6D	rpoB	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	0.503578054598463
L227-enr-6D	cyc2	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	23.9349435611118
L227-enr-6D	cyc2	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	1.23194562446899
L227-enr-6D	dsrA	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	26.741280399817
L227-enr-6D	dsrA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	0.816527645795939
L227-enr-6D	bchL	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	101.657691901594
L227-enr-6D	bchL	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	2.24545102593883
L227-enr-6D	bchL	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	1.83718720304086
L304-enr-6D	rpoB	Bacteria	Balneolaeota	Balneolia	Balneolales	Balneolaceae	0.530222693531283
L304-enr-6D	rpoB	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	96.5535524920467
L304-enr-6D	rpoB	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	0.76882290562036
L304-enr-6D	rpoB	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	1.08695652173913
L304-enr-6D	cyc2	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	64.2541947057016
L304-enr-6D	cyc2	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	2.46454445446527
L304-enr-6D	cyc2	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	0.88019444802331
L304-enr-6D	dsrA	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	44.7167403805533
L304-enr-6D	dsrA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	1.02093014567473
L304-enr-6D	bchL	Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	135.37533731647
L304-enr-6D	bchL	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	5.51302278664356
L304-enr-6D	bchL	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	6.53395293231829
