"Plate_number"	"Well"	"Absorbance"	"Sample_name"	"Replicate"	"Sample_type"	"Treatment"	"Blanking_group"	"Dilution_factor"	"Standard_conc"
1	"A9"	0.0995	"t5_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A10"	0.0992	"t5_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B9"	0.1121	"t5_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B10"	0.1121	"t5_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C9"	0.0954	"t5_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C10"	0.0952	"t5_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D9"	0.1085	"t5_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D10"	0.1095	"t5_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E9"	0.0987	"t5_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E10"	0.0969	"t5_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F9"	0.1062	"t5_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F10"	0.102	"t5_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G9"	0.1098	"t5_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G10"	0.1117	"t5_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H9"	0.0998	"t5_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H10"	0.1034	"t5_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A11"	0.1045	"t5_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"A12"	0.106	"t5_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B11"	0.1015	"t5_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"B12"	0.0985	"t5_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C11"	0.0906	"t5_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"C12"	0.0948	"t5_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D11"	0.1063	"t5_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"D12"	0.1039	"t5_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E11"	0.0945	"t5_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"E12"	0.0966	"t5_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F11"	0.0978	"t5_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"F12"	0.0964	"t5_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G11"	0.102	"t5_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"G12"	0.1021	"t5_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H11"	0.113	"t5_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
1	"H12"	0.1145	"t5_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A1"	0.0255	"Blank"	1	"Blank"	"Fe2"	"Fe2"	1	NA
2	"A2"	0.0276	"Blank"	1	"Blank"	"Fe2"	"Fe2"	1	NA
2	"B1"	0.0312	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"B2"	0.031	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"C1"	0.0312	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"C2"	0.0313	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"D1"	0.0314	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"D2"	0.0325	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"E1"	0.0315	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"E2"	0.036	""	NA	""	"Fe2"	"Fe2"	NA	NA
2	"F1"	0.5195	"FeCl2_2k"	1	"Unknown"	"Fe2"	"Fe2"	2181.8	NA
2	"F2"	0.5088	"FeCl2_2k"	1	"Unknown"	"Fe2"	"Fe2"	2181.8	NA
2	"G1"	0.2258	"FeCl2_5k"	1	"Unknown"	"Fe2"	"Fe2"	5454.5	NA
2	"G2"	0.2283	"FeCl2_5k"	1	"Unknown"	"Fe2"	"Fe2"	5454.5	NA
2	"H1"	0.1276	"FeCl2_10k"	1	"Unknown"	"Fe2"	"Fe2"	10909.1	NA
2	"H2"	0.1258	"FeCl2_10k"	1	"Unknown"	"Fe2"	"Fe2"	10909.1	NA
2	"A3"	0.0731	"t6_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A4"	0.0736	"t6_1"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B3"	0.086	"t6_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B4"	0.0857	"t6_2"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C3"	0.0639	"t6_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C4"	0.0655	"t6_3"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D3"	0.0673	"t6_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D4"	0.0655	"t6_4"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E3"	0.0548	"t6_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E4"	0.0569	"t6_5"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F3"	0.0582	"t6_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F4"	0.0577	"t6_6"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G3"	0.0899	"t6_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G4"	0.0848	"t6_7"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H3"	0.077	"t6_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H4"	0.0761	"t6_8"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A5"	0.0748	"t6_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A6"	0.0721	"t6_9"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B5"	0.0734	"t6_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"B6"	0.0692	"t6_10"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C5"	0.0461	"t6_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"C6"	0.0444	"t6_11"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D5"	0.0502	"t6_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"D6"	0.0492	"t6_12"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E5"	0.0359	"t6_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"E6"	0.0339	"t6_13"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F5"	0.0352	"t6_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"F6"	0.0382	"t6_14"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G5"	0.0523	"t6_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"G6"	0.0513	"t6_15"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H5"	0.0551	"t6_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"H6"	0.0538	"t6_16"	1	"Unknown"	"Fe2"	"Fe2"	1.09	NA
2	"A7"	0.0288	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
2	"A8"	0.0266	"Blank"	1	"Blank"	"FeTot"	"FeTot"	1	NA
2	"B7"	0.0332	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"B8"	0.0327	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"C7"	0.0309	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"C8"	0.0316	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"D7"	0.0315	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"D8"	0.0316	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"E7"	0.0309	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"E8"	0.0312	""	NA	""	"FeTot"	"FeTot"	NA	NA
2	"F7"	0.514	"FeCl2_2k"	1	"Unknown"	"FeTot"	"FeTot"	2181.8	NA
2	"F8"	0.5173	"FeCl2_2k"	1	"Unknown"	"FeTot"	"FeTot"	2181.8	NA
2	"G7"	0.2327	"FeCl2_5k"	1	"Unknown"	"FeTot"	"FeTot"	5454.5	NA
2	"G8"	0.227	"FeCl2_5k"	1	"Unknown"	"FeTot"	"FeTot"	5454.5	NA
2	"H7"	0.128	"FeCl2_10k"	1	"Unknown"	"FeTot"	"FeTot"	10909.1	NA
2	"H8"	0.127	"FeCl2_10k"	1	"Unknown"	"FeTot"	"FeTot"	10909.1	NA
2	"A9"	0.0947	"t6_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A10"	0.0953	"t6_1"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B9"	0.1097	"t6_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B10"	0.1093	"t6_2"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C9"	0.0951	"t6_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C10"	0.0964	"t6_3"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D9"	0.1054	"t6_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D10"	0.1065	"t6_4"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E9"	0.0986	"t6_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E10"	0.0988	"t6_5"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F9"	0.1007	"t6_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F10"	0.1012	"t6_6"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G9"	0.1118	"t6_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G10"	0.1123	"t6_7"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H9"	0.1009	"t6_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H10"	0.1031	"t6_8"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A11"	0.1042	"t6_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"A12"	0.1057	"t6_9"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B11"	0.1011	"t6_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"B12"	0.0972	"t6_10"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C11"	0.0912	"t6_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"C12"	0.0923	"t6_11"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D11"	0.1046	"t6_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"D12"	0.1049	"t6_12"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E11"	0.0948	"t6_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"E12"	0.0968	"t6_13"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F11"	0.0957	"t6_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"F12"	0.0958	"t6_14"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G11"	0.103	"t6_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"G12"	0.1034	"t6_15"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H11"	0.1064	"t6_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
2	"H12"	0.1063	"t6_16"	1	"Unknown"	"FeTot"	"FeTot"	1.09	NA
